label,url
0,https://youtube.com/watch/912
1,http://free-prize-winner.ru?id=544
0,https://linkedin.com/771
1,http://free-prize-winner.ru?id=680
0,http://localhost:8080/681
1,http://update-paypal-billing.com?id=430
0,https://google.com/806
1,http://secure-verify-account.tk/login?id=962
0,http://localhost:8080/714
1,http://update-paypal-billing.com?id=725
0,https://youtube.com/watch/278
1,http://free-prize-winner.ru?id=223
0,https://google.com/530
1,http://update-paypal-billing.com?id=556
0,https://youtube.com/watch/457
1,http://secure-verify-account.tk/login?id=289
0,https://google.com/949
1,http://secure-verify-account.tk/login?id=799
0,https://google.com/400
1,http://update-paypal-billing.com?id=553
0,http://localhost:8080/449
1,http://update-paypal-billing.com?id=982
0,https://linkedin.com/465
1,http://secure-verify-account.tk/login?id=521
0,https://linkedin.com/718
1,http://update-paypal-billing.com?id=641
0,https://linkedin.com/490
1,http://update-paypal-billing.com?id=105
0,http://localhost:8080/108
1,http://secure-verify-account.tk/login?id=591
0,https://linkedin.com/687
1,http://free-prize-winner.ru?id=874
0,https://youtube.com/watch/272
1,http://secure-verify-account.tk/login?id=678
0,https://linkedin.com/262
1,http://free-prize-winner.ru?id=837
0,https://github.com/login/205
1,http://free-prize-winner.ru?id=867
0,https://google.com/851
1,http://update-paypal-billing.com?id=294
0,https://github.com/login/390
1,http://free-prize-winner.ru?id=300
0,https://linkedin.com/773
1,http://secure-verify-account.tk/login?id=771
0,https://github.com/login/927
1,http://free-prize-winner.ru?id=323
0,http://localhost:8080/417
1,http://secure-verify-account.tk/login?id=591
0,https://linkedin.com/127
1,http://free-prize-winner.ru?id=172
0,https://github.com/login/933
1,http://free-prize-winner.ru?id=295
0,https://linkedin.com/664
1,http://free-prize-winner.ru?id=104
0,https://google.com/178
1,http://secure-verify-account.tk/login?id=198
0,https://google.com/916
1,http://secure-verify-account.tk/login?id=691
0,https://google.com/984
1,http://secure-verify-account.tk/login?id=950
0,https://youtube.com/watch/552
1,http://update-paypal-billing.com?id=569
0,https://github.com/login/755
1,http://update-paypal-billing.com?id=423
0,https://github.com/login/610
1,http://secure-verify-account.tk/login?id=781
0,https://youtube.com/watch/384
1,http://secure-verify-account.tk/login?id=463
0,https://linkedin.com/221
1,http://free-prize-winner.ru?id=825
0,https://linkedin.com/227
1,http://secure-verify-account.tk/login?id=336
0,https://linkedin.com/701
1,http://free-prize-winner.ru?id=315
0,https://youtube.com/watch/439
1,http://update-paypal-billing.com?id=900
0,https://linkedin.com/497
1,http://free-prize-winner.ru?id=176
0,https://github.com/login/316
1,http://free-prize-winner.ru?id=850
0,https://linkedin.com/517
1,http://update-paypal-billing.com?id=201
0,https://linkedin.com/847
1,http://free-prize-winner.ru?id=779
0,https://google.com/872
1,http://free-prize-winner.ru?id=167
0,https://google.com/345
1,http://free-prize-winner.ru?id=574
0,https://github.com/login/513
1,http://secure-verify-account.tk/login?id=607
0,https://github.com/login/822
1,http://secure-verify-account.tk/login?id=222
0,https://youtube.com/watch/446
1,http://free-prize-winner.ru?id=711
0,https://google.com/814
1,http://free-prize-winner.ru?id=533
0,https://google.com/553
1,http://secure-verify-account.tk/login?id=338
0,https://youtube.com/watch/228
1,http://update-paypal-billing.com?id=666
0,https://linkedin.com/333
1,http://update-paypal-billing.com?id=158
0,https://github.com/login/661
1,http://update-paypal-billing.com?id=746
0,https://google.com/804
1,http://secure-verify-account.tk/login?id=250
0,https://github.com/login/268
1,http://secure-verify-account.tk/login?id=102
0,https://linkedin.com/243
1,http://update-paypal-billing.com?id=150
0,https://google.com/614
1,http://update-paypal-billing.com?id=965
0,https://youtube.com/watch/677
1,http://free-prize-winner.ru?id=732
0,http://localhost:8080/739
1,http://free-prize-winner.ru?id=526
0,https://google.com/911
1,http://update-paypal-billing.com?id=889
0,http://localhost:8080/846
1,http://secure-verify-account.tk/login?id=116
0,https://youtube.com/watch/359
1,http://free-prize-winner.ru?id=756
0,https://github.com/login/245
1,http://free-prize-winner.ru?id=747
0,https://github.com/login/820
1,http://secure-verify-account.tk/login?id=255
0,https://github.com/login/184
1,http://update-paypal-billing.com?id=625
0,https://google.com/805
1,http://secure-verify-account.tk/login?id=935
0,http://localhost:8080/589
1,http://free-prize-winner.ru?id=488
0,https://github.com/login/690
1,http://update-paypal-billing.com?id=287
0,https://youtube.com/watch/249
1,http://update-paypal-billing.com?id=927
0,https://youtube.com/watch/753
1,http://free-prize-winner.ru?id=949
0,https://google.com/325
1,http://secure-verify-account.tk/login?id=478
0,http://localhost:8080/610
1,http://update-paypal-billing.com?id=507
0,https://youtube.com/watch/724
1,http://secure-verify-account.tk/login?id=588
0,https://youtube.com/watch/524
1,http://free-prize-winner.ru?id=894
0,https://google.com/506
1,http://free-prize-winner.ru?id=416
0,https://github.com/login/485
1,http://free-prize-winner.ru?id=964
0,https://google.com/845
1,http://update-paypal-billing.com?id=229
0,https://github.com/login/802
1,http://secure-verify-account.tk/login?id=994
0,https://google.com/921
1,http://secure-verify-account.tk/login?id=972
0,https://github.com/login/957
1,http://secure-verify-account.tk/login?id=804
0,https://youtube.com/watch/707
1,http://free-prize-winner.ru?id=818
0,https://linkedin.com/136
1,http://update-paypal-billing.com?id=930
0,https://linkedin.com/932
1,http://free-prize-winner.ru?id=585
0,https://github.com/login/159
1,http://free-prize-winner.ru?id=103
0,https://youtube.com/watch/352
1,http://free-prize-winner.ru?id=866
0,https://github.com/login/601
1,http://update-paypal-billing.com?id=532
0,http://localhost:8080/881
1,http://secure-verify-account.tk/login?id=919
0,https://google.com/236
1,http://update-paypal-billing.com?id=235
0,http://localhost:8080/287
1,http://update-paypal-billing.com?id=266
0,https://linkedin.com/347
1,http://update-paypal-billing.com?id=899
0,https://google.com/316
1,http://free-prize-winner.ru?id=885
0,http://localhost:8080/190
1,http://free-prize-winner.ru?id=165
0,https://linkedin.com/238
1,http://free-prize-winner.ru?id=719
0,https://youtube.com/watch/417
1,http://secure-verify-account.tk/login?id=386
0,https://google.com/529
1,http://update-paypal-billing.com?id=316
0,http://localhost:8080/618
1,http://free-prize-winner.ru?id=856
0,https://github.com/login/784
1,http://update-paypal-billing.com?id=667
0,https://google.com/164
1,http://update-paypal-billing.com?id=722
0,https://google.com/787
1,http://update-paypal-billing.com?id=188
0,https://youtube.com/watch/586
1,http://free-prize-winner.ru?id=974
0,https://youtube.com/watch/678
1,http://free-prize-winner.ru?id=268
0,https://youtube.com/watch/221
1,http://free-prize-winner.ru?id=965
0,http://localhost:8080/574
1,http://update-paypal-billing.com?id=540
0,https://linkedin.com/924
1,http://free-prize-winner.ru?id=576
0,https://google.com/230
1,http://free-prize-winner.ru?id=576
0,http://localhost:8080/864
1,http://free-prize-winner.ru?id=998
0,https://youtube.com/watch/928
1,http://free-prize-winner.ru?id=316
0,http://localhost:8080/208
1,http://update-paypal-billing.com?id=920
0,https://linkedin.com/319
1,http://update-paypal-billing.com?id=804
0,http://localhost:8080/762
1,http://update-paypal-billing.com?id=404
0,https://youtube.com/watch/528
1,http://secure-verify-account.tk/login?id=348
0,https://linkedin.com/907
1,http://free-prize-winner.ru?id=623
0,https://github.com/login/306
1,http://update-paypal-billing.com?id=533
0,http://localhost:8080/665
1,http://free-prize-winner.ru?id=476
0,https://github.com/login/667
1,http://free-prize-winner.ru?id=131
0,https://github.com/login/895
1,http://free-prize-winner.ru?id=760
0,http://localhost:8080/689
1,http://free-prize-winner.ru?id=362
0,https://youtube.com/watch/465
1,http://secure-verify-account.tk/login?id=497
0,https://youtube.com/watch/373
1,http://secure-verify-account.tk/login?id=631
0,https://linkedin.com/815
1,http://secure-verify-account.tk/login?id=676
0,https://youtube.com/watch/601
1,http://free-prize-winner.ru?id=878
0,http://localhost:8080/229
1,http://free-prize-winner.ru?id=780
0,http://localhost:8080/320
1,http://update-paypal-billing.com?id=640
0,https://youtube.com/watch/162
1,http://free-prize-winner.ru?id=767
0,https://youtube.com/watch/833
1,http://secure-verify-account.tk/login?id=598
0,http://localhost:8080/756
1,http://free-prize-winner.ru?id=974
0,https://github.com/login/990
1,http://free-prize-winner.ru?id=745
0,https://linkedin.com/847
1,http://secure-verify-account.tk/login?id=991
0,http://localhost:8080/328
1,http://free-prize-winner.ru?id=607
0,https://youtube.com/watch/286
1,http://secure-verify-account.tk/login?id=415
0,https://google.com/271
1,http://update-paypal-billing.com?id=887
0,http://localhost:8080/105
1,http://update-paypal-billing.com?id=145
0,https://linkedin.com/201
1,http://free-prize-winner.ru?id=364
0,https://linkedin.com/134
1,http://free-prize-winner.ru?id=698
0,https://linkedin.com/957
1,http://update-paypal-billing.com?id=785
0,https://youtube.com/watch/141
1,http://update-paypal-billing.com?id=350
0,https://google.com/958
1,http://free-prize-winner.ru?id=255
0,https://github.com/login/233
1,http://free-prize-winner.ru?id=784
0,http://localhost:8080/648
1,http://free-prize-winner.ru?id=177
0,https://linkedin.com/199
1,http://secure-verify-account.tk/login?id=264
